surface,x1_mu_MnOH2_eV,y1_mu_H2O_eV,x2_mu_MnOH2_eV,y2_mu_H2O_eV,region_a,region_b
011,-0.325,-2.775,-0.325,-2.725,R012,R010
011,-3.675,-2.725,-3.675,-2.675,R029,R061
011,-2.925,-2.725,-2.925,-2.675,R061,R057
011,-2.825,-2.725,-2.825,-2.675,R057,R056
011,-2.475,-2.725,-2.475,-2.675,R056,R054
011,-1.675,-2.725,-1.675,-2.675,R054,R028
011,-0.825,-2.725,-0.825,-2.675,R028,R027
011,-0.675,-2.725,-0.675,-2.675,R027,R012
011,-0.325,-2.725,-0.325,-2.675,R012,R010
011,-3.975,-2.675,-3.975,-2.625,R026,R029
011,-3.625,-2.675,-3.625,-2.625,R029,R061
011,-2.875,-2.675,-2.875,-2.625,R061,R057
011,-2.775,-2.675,-2.775,-2.625,R057,R056
011,-2.425,-2.675,-2.425,-2.625,R056,R054
011,-1.625,-2.675,-1.625,-2.625,R054,R028
011,-0.825,-2.675,-0.825,-2.625,R028,R027
011,-0.675,-2.675,-0.675,-2.625,R027,R012
011,-0.325,-2.675,-0.325,-2.625,R012,R010
011,-3.925,-2.625,-3.925,-2.575,R026,R029
011,-3.525,-2.625,-3.525,-2.575,R029,R061
011,-2.875,-2.625,-2.875,-2.575,R061,R062
011,-2.825,-2.625,-2.825,-2.575,R062,R057
011,-2.725,-2.625,-2.725,-2.575,R057,R056
011,-2.375,-2.625,-2.375,-2.575,R056,R054
011,-1.575,-2.625,-1.575,-2.575,R054,R028
011,-0.825,-2.625,-0.825,-2.575,R028,R027
011,-0.675,-2.625,-0.675,-2.575,R027,R012
011,-0.325,-2.625,-0.325,-2.575,R012,R010
011,-3.975,-2.575,-3.975,-2.525,R024,R026
011,-3.875,-2.575,-3.875,-2.525,R026,R029
011,-3.475,-2.575,-3.475,-2.525,R029,R061
011,-2.825,-2.575,-2.825,-2.525,R061,R062
011,-2.775,-2.575,-2.775,-2.525,R062,R057
011,-2.675,-2.575,-2.675,-2.525,R057,R056
011,-2.325,-2.575,-2.325,-2.525,R056,R054
011,-1.525,-2.575,-1.525,-2.525,R054,R028
011,-0.825,-2.575,-0.825,-2.525,R028,R027
011,-0.675,-2.575,-0.675,-2.525,R027,R012
011,-0.325,-2.575,-0.325,-2.525,R012,R010
011,-3.875,-2.525,-3.875,-2.475,R024,R026
011,-3.825,-2.525,-3.825,-2.475,R026,R029
011,-3.425,-2.525,-3.425,-2.475,R029,R061
011,-2.775,-2.525,-2.775,-2.475,R061,R062
011,-2.725,-2.525,-2.725,-2.475,R062,R057
011,-2.625,-2.525,-2.625,-2.475,R057,R056
011,-2.275,-2.525,-2.275,-2.475,R056,R054
011,-1.475,-2.525,-1.475,-2.475,R054,R028
011,-0.825,-2.525,-0.825,-2.475,R028,R027
011,-0.675,-2.525,-0.675,-2.475,R027,R012
011,-0.325,-2.525,-0.325,-2.475,R012,R010
011,-3.975,-2.475,-3.975,-2.425,R022,R024
011,-3.825,-2.475,-3.825,-2.425,R024,R026
011,-3.775,-2.475,-3.775,-2.425,R026,R029
011,-3.375,-2.475,-3.375,-2.425,R029,R061
011,-2.725,-2.475,-2.725,-2.425,R061,R062
011,-2.675,-2.475,-2.675,-2.425,R062,R057
011,-2.575,-2.475,-2.575,-2.425,R057,R056
011,-2.225,-2.475,-2.225,-2.425,R056,R054
011,-1.425,-2.475,-1.425,-2.425,R054,R028
011,-0.825,-2.475,-0.825,-2.425,R028,R027
011,-0.675,-2.475,-0.675,-2.425,R027,R012
011,-0.325,-2.475,-0.325,-2.425,R012,R010
011,-3.875,-2.425,-3.875,-2.375,R022,R024
011,-3.775,-2.425,-3.775,-2.375,R024,R026
011,-3.725,-2.425,-3.725,-2.375,R026,R029
011,-3.325,-2.425,-3.325,-2.375,R029,R061
011,-2.725,-2.425,-2.725,-2.375,R061,R062
011,-2.625,-2.425,-2.625,-2.375,R062,R057
011,-2.525,-2.425,-2.525,-2.375,R057,R056
011,-2.175,-2.425,-2.175,-2.375,R056,R054
011,-1.375,-2.425,-1.375,-2.375,R054,R028
011,-0.825,-2.425,-0.825,-2.375,R028,R027
011,-0.675,-2.425,-0.675,-2.375,R027,R012
011,-0.325,-2.425,-0.325,-2.375,R012,R010
011,-3.825,-2.375,-3.825,-2.325,R022,R024
011,-3.725,-2.375,-3.725,-2.325,R024,R026
011,-3.675,-2.375,-3.675,-2.325,R026,R029
011,-3.275,-2.375,-3.275,-2.325,R029,R061
011,-2.675,-2.375,-2.675,-2.325,R061,R062
011,-2.575,-2.375,-2.575,-2.325,R062,R057
011,-2.475,-2.375,-2.475,-2.325,R057,R056
011,-2.125,-2.375,-2.125,-2.325,R056,R054
011,-1.325,-2.375,-1.325,-2.325,R054,R028
011,-0.825,-2.375,-0.825,-2.325,R028,R027
011,-0.675,-2.375,-0.675,-2.325,R027,R012
011,-0.325,-2.375,-0.325,-2.325,R012,R010
011,-3.775,-2.325,-3.775,-2.275,R022,R024
011,-3.625,-2.325,-3.625,-2.275,R024,R029
011,-3.225,-2.325,-3.225,-2.275,R029,R061
011,-2.625,-2.325,-2.625,-2.275,R061,R062
011,-2.525,-2.325,-2.525,-2.275,R062,R057
011,-2.425,-2.325,-2.425,-2.275,R057,R056
011,-2.075,-2.325,-2.075,-2.275,R056,R054
011,-1.275,-2.325,-1.275,-2.275,R054,R028
011,-0.825,-2.325,-0.825,-2.275,R028,R027
011,-0.675,-2.325,-0.675,-2.275,R027,R012
011,-0.325,-2.325,-0.325,-2.275,R012,R010
011,-3.725,-2.275,-3.725,-2.225,R022,R024
011,-3.575,-2.275,-3.575,-2.225,R024,R029
011,-3.175,-2.275,-3.175,-2.225,R029,R061
011,-2.575,-2.275,-2.575,-2.225,R061,R062
011,-2.425,-2.275,-2.425,-2.225,R062,R057
011,-2.375,-2.275,-2.375,-2.225,R057,R056
011,-2.025,-2.275,-2.025,-2.225,R056,R054
011,-1.225,-2.275,-1.225,-2.225,R054,R028
011,-0.825,-2.275,-0.825,-2.225,R028,R027
011,-0.675,-2.275,-0.675,-2.225,R027,R012
011,-0.325,-2.275,-0.325,-2.225,R012,R010
011,-3.625,-2.225,-3.625,-2.175,R022,R024
011,-3.525,-2.225,-3.525,-2.175,R024,R029
011,-3.125,-2.225,-3.125,-2.175,R029,R061
011,-2.525,-2.225,-2.525,-2.175,R061,R062
011,-2.375,-2.225,-2.375,-2.175,R062,R057
011,-2.325,-2.225,-2.325,-2.175,R057,R056
011,-1.975,-2.225,-1.975,-2.175,R056,R054
011,-1.175,-2.225,-1.175,-2.175,R054,R028
011,-0.825,-2.225,-0.825,-2.175,R028,R027
011,-0.675,-2.225,-0.675,-2.175,R027,R012
011,-0.325,-2.225,-0.325,-2.175,R012,R010
011,-3.575,-2.175,-3.575,-2.125,R022,R024
011,-3.475,-2.175,-3.475,-2.125,R024,R029
011,-3.075,-2.175,-3.075,-2.125,R029,R061
011,-2.475,-2.175,-2.475,-2.125,R061,R062
011,-2.325,-2.175,-2.325,-2.125,R062,R057
011,-2.275,-2.175,-2.275,-2.125,R057,R056
011,-1.925,-2.175,-1.925,-2.125,R056,R054
011,-1.125,-2.175,-1.125,-2.125,R054,R028
011,-0.825,-2.175,-0.825,-2.125,R028,R027
011,-0.675,-2.175,-0.675,-2.125,R027,R012
011,-0.325,-2.175,-0.325,-2.125,R012,R010
011,-3.525,-2.125,-3.525,-2.075,R022,R024
011,-3.425,-2.125,-3.425,-2.075,R024,R025
011,-3.375,-2.125,-3.375,-2.075,R025,R029
011,-3.025,-2.125,-3.025,-2.075,R029,R061
011,-2.425,-2.125,-2.425,-2.075,R061,R062
011,-2.275,-2.125,-2.275,-2.075,R062,R057
011,-2.225,-2.125,-2.225,-2.075,R057,R056
011,-1.875,-2.125,-1.875,-2.075,R056,R054
011,-1.075,-2.125,-1.075,-2.075,R054,R028
011,-0.825,-2.125,-0.825,-2.075,R028,R027
011,-0.675,-2.125,-0.675,-2.075,R027,R012
011,-0.325,-2.125,-0.325,-2.075,R012,R010
011,-3.475,-2.075,-3.475,-2.025,R022,R024
011,-3.375,-2.075,-3.375,-2.025,R024,R025
011,-3.325,-2.075,-3.325,-2.025,R025,R029
011,-2.975,-2.075,-2.975,-2.025,R029,R061
011,-2.375,-2.075,-2.375,-2.025,R061,R062
011,-2.225,-2.075,-2.225,-2.025,R062,R057
011,-2.175,-2.075,-2.175,-2.025,R057,R056
011,-1.825,-2.075,-1.825,-2.025,R056,R054
011,-1.025,-2.075,-1.025,-2.025,R054,R028
011,-0.825,-2.075,-0.825,-2.025,R028,R027
011,-0.675,-2.075,-0.675,-2.025,R027,R012
011,-0.325,-2.075,-0.325,-2.025,R012,R010
011,-3.375,-2.025,-3.375,-1.975,R022,R024
011,-3.325,-2.025,-3.325,-1.975,R024,R025
011,-3.275,-2.025,-3.275,-1.975,R025,R029
011,-2.925,-2.025,-2.925,-1.975,R029,R061
011,-2.575,-2.025,-2.575,-1.975,R061,R062
011,-2.475,-2.025,-2.475,-1.975,R062,R061
011,-2.325,-2.025,-2.325,-1.975,R061,R062
011,-2.175,-2.025,-2.175,-1.975,R062,R057
011,-2.125,-2.025,-2.125,-1.975,R057,R056
011,-1.775,-2.025,-1.775,-1.975,R056,R054
011,-0.975,-2.025,-0.975,-1.975,R054,R028
011,-0.825,-2.025,-0.825,-1.975,R028,R027
011,-0.675,-2.025,-0.675,-1.975,R027,R012
011,-0.325,-2.025,-0.325,-1.975,R012,R010
011,-3.325,-1.975,-3.325,-1.925,R022,R024
011,-3.275,-1.975,-3.275,-1.925,R024,R025
011,-3.225,-1.975,-3.225,-1.925,R025,R029
011,-2.875,-1.975,-2.875,-1.925,R029,R061
011,-2.525,-1.975,-2.525,-1.925,R061,R062
011,-2.425,-1.975,-2.425,-1.925,R062,R061
011,-2.275,-1.975,-2.275,-1.925,R061,R062
011,-2.075,-1.975,-2.075,-1.925,R062,R059
011,-1.025,-1.975,-1.025,-1.925,R059,R054
011,-0.925,-1.975,-0.925,-1.925,R054,R028
011,-0.825,-1.975,-0.825,-1.925,R028,R027
011,-0.675,-1.975,-0.675,-1.925,R027,R012
011,-0.325,-1.975,-0.325,-1.925,R012,R010
011,-3.275,-1.925,-3.275,-1.875,R022,R024
011,-3.225,-1.925,-3.225,-1.875,R024,R025
011,-3.125,-1.925,-3.125,-1.875,R025,R029
011,-2.825,-1.925,-2.825,-1.875,R029,R061
011,-2.475,-1.925,-2.475,-1.875,R061,R062
011,-2.325,-1.925,-2.325,-1.875,R062,R060
011,-2.225,-1.925,-2.225,-1.875,R060,R062
011,-2.025,-1.925,-2.025,-1.875,R062,R059
011,-0.975,-1.925,-0.975,-1.875,R059,R054
011,-0.875,-1.925,-0.875,-1.875,R054,R028
011,-0.825,-1.925,-0.825,-1.875,R028,R027
011,-0.675,-1.925,-0.675,-1.875,R027,R012
011,-0.325,-1.925,-0.325,-1.875,R012,R010
011,-3.225,-1.875,-3.225,-1.825,R022,R024
011,-3.175,-1.875,-3.175,-1.825,R024,R025
011,-3.075,-1.875,-3.075,-1.825,R025,R029
011,-2.775,-1.875,-2.775,-1.825,R029,R061
011,-2.425,-1.875,-2.425,-1.825,R061,R062
011,-2.325,-1.875,-2.325,-1.825,R062,R060
011,-2.125,-1.875,-2.125,-1.825,R060,R062
011,-2.025,-1.875,-2.025,-1.825,R062,R059
011,-0.925,-1.875,-0.925,-1.825,R059,R054
011,-0.825,-1.875,-0.825,-1.825,R054,R027
011,-0.675,-1.875,-0.675,-1.825,R027,R012
011,-0.325,-1.875,-0.325,-1.825,R012,R010
011,-3.125,-1.825,-3.125,-1.775,R022,R025
011,-3.025,-1.825,-3.025,-1.775,R025,R029
011,-2.725,-1.825,-2.725,-1.775,R029,R061
011,-2.425,-1.825,-2.425,-1.775,R061,R062
011,-2.275,-1.825,-2.275,-1.775,R062,R060
011,-2.025,-1.825,-2.025,-1.775,R060,R062
011,-1.975,-1.825,-1.975,-1.775,R062,R059
011,-0.875,-1.825,-0.875,-1.775,R059,R054
011,-0.825,-1.825,-0.825,-1.775,R054,R053
011,-0.775,-1.825,-0.775,-1.775,R053,R027
011,-0.675,-1.825,-0.675,-1.775,R027,R012
011,-0.325,-1.825,-0.325,-1.775,R012,R010
011,-3.975,-1.775,-3.975,-1.725,R067,R022
011,-3.075,-1.775,-3.075,-1.725,R022,R025
011,-2.975,-1.775,-2.975,-1.725,R025,R029
011,-2.675,-1.775,-2.675,-1.725,R029,R061
011,-2.375,-1.775,-2.375,-1.725,R061,R062
011,-2.275,-1.775,-2.275,-1.725,R062,R060
011,-1.975,-1.775,-1.975,-1.725,R060,R059
011,-0.825,-1.775,-0.825,-1.725,R059,R053
011,-0.725,-1.775,-0.725,-1.725,R053,R027
011,-0.675,-1.775,-0.675,-1.725,R027,R012
011,-0.325,-1.775,-0.325,-1.725,R012,R010
011,-3.925,-1.725,-3.925,-1.675,R067,R022
011,-3.025,-1.725,-3.025,-1.675,R022,R025
011,-2.875,-1.725,-2.875,-1.675,R025,R029
011,-2.625,-1.725,-2.625,-1.675,R029,R061
011,-2.325,-1.725,-2.325,-1.675,R061,R062
011,-2.225,-1.725,-2.225,-1.675,R062,R060
011,-1.925,-1.725,-1.925,-1.675,R060,R059
011,-0.825,-1.725,-0.825,-1.675,R059,R058
011,-0.775,-1.725,-0.775,-1.675,R058,R053
011,-0.675,-1.725,-0.675,-1.675,R053,R012
011,-0.325,-1.725,-0.325,-1.675,R012,R010
011,-3.825,-1.675,-3.825,-1.625,R067,R022
011,-2.975,-1.675,-2.975,-1.625,R022,R025
011,-2.825,-1.675,-2.825,-1.625,R025,R029
011,-2.575,-1.675,-2.575,-1.625,R029,R061
011,-2.275,-1.675,-2.275,-1.625,R061,R062
011,-2.225,-1.675,-2.225,-1.625,R062,R060
011,-1.925,-1.675,-1.925,-1.625,R060,R058
011,-1.875,-1.675,-1.875,-1.625,R058,R059
011,-0.825,-1.675,-0.825,-1.625,R059,R058
011,-0.725,-1.675,-0.725,-1.625,R058,R053
011,-0.675,-1.675,-0.675,-1.625,R053,R012
011,-0.325,-1.675,-0.325,-1.625,R012,R010
011,-3.925,-1.625,-3.925,-1.575,R069,R067
011,-3.775,-1.625,-3.775,-1.575,R067,R022
011,-2.925,-1.625,-2.925,-1.575,R022,R023
011,-2.875,-1.625,-2.875,-1.575,R023,R025
011,-2.775,-1.625,-2.775,-1.575,R025,R029
011,-2.525,-1.625,-2.525,-1.575,R029,R061
011,-2.225,-1.625,-2.225,-1.575,R061,R062
011,-2.175,-1.625,-2.175,-1.575,R062,R060
011,-1.925,-1.625,-1.925,-1.575,R060,R058
011,-0.675,-1.625,-0.675,-1.575,R058,R012
011,-0.325,-1.625,-0.325,-1.575,R012,R010
011,-3.875,-1.575,-3.875,-1.525,R069,R067
011,-3.675,-1.575,-3.675,-1.525,R067,R022
011,-2.875,-1.575,-2.875,-1.525,R022,R023
011,-2.825,-1.575,-2.825,-1.525,R023,R025
011,-2.725,-1.575,-2.725,-1.525,R025,R029
011,-2.475,-1.575,-2.475,-1.525,R029,R061
011,-2.225,-1.575,-2.225,-1.525,R061,R060
011,-1.925,-1.575,-1.925,-1.525,R060,R058
011,-0.675,-1.575,-0.675,-1.525,R058,R013
011,-0.625,-1.575,-0.625,-1.525,R013,R012
011,-0.325,-1.575,-0.325,-1.525,R012,R010
011,-3.775,-1.525,-3.775,-1.475,R069,R067
011,-3.625,-1.525,-3.625,-1.475,R067,R022
011,-2.825,-1.525,-2.825,-1.475,R022,R023
011,-2.775,-1.525,-2.775,-1.475,R023,R025
011,-2.625,-1.525,-2.625,-1.475,R025,R029
011,-2.425,-1.525,-2.425,-1.475,R029,R060
011,-1.925,-1.525,-1.925,-1.475,R060,R058
011,-0.675,-1.525,-0.675,-1.475,R058,R013
011,-0.575,-1.525,-0.575,-1.475,R013,R012
011,-0.325,-1.525,-0.325,-1.475,R012,R010
011,-3.725,-1.475,-3.725,-1.425,R069,R067
011,-3.575,-1.475,-3.575,-1.425,R067,R066
011,-3.525,-1.475,-3.525,-1.425,R066,R022
011,-2.775,-1.475,-2.775,-1.425,R022,R023
011,-2.725,-1.475,-2.725,-1.425,R023,R025
011,-2.575,-1.475,-2.575,-1.425,R025,R029
011,-2.375,-1.475,-2.375,-1.425,R029,R060
011,-1.925,-1.475,-1.925,-1.425,R060,R058
011,-1.175,-1.475,-1.175,-1.425,R058,R013
011,-0.525,-1.475,-0.525,-1.425,R013,R012
011,-0.325,-1.475,-0.325,-1.425,R012,R010
011,-3.625,-1.425,-3.625,-1.375,R069,R067
011,-3.525,-1.425,-3.525,-1.375,R067,R066
011,-3.475,-1.425,-3.475,-1.375,R066,R022
011,-2.725,-1.425,-2.725,-1.375,R022,R023
011,-2.625,-1.425,-2.625,-1.375,R023,R025
011,-2.525,-1.425,-2.525,-1.375,R025,R029
011,-2.325,-1.425,-2.325,-1.375,R029,R060
011,-1.925,-1.425,-1.925,-1.375,R060,R058
011,-1.825,-1.425,-1.825,-1.375,R058,R064
011,-1.775,-1.425,-1.775,-1.375,R064,R063
011,-1.625,-1.425,-1.625,-1.375,R063,R058
011,-1.125,-1.425,-1.125,-1.375,R058,R013
011,-0.475,-1.425,-0.475,-1.375,R013,R012
011,-0.325,-1.425,-0.325,-1.375,R012,R010
011,-3.575,-1.375,-3.575,-1.325,R069,R067
011,-3.475,-1.375,-3.475,-1.325,R067,R066
011,-3.375,-1.375,-3.375,-1.325,R066,R022
011,-2.675,-1.375,-2.675,-1.325,R022,R023
011,-2.575,-1.375,-2.575,-1.325,R023,R025
011,-2.475,-1.375,-2.475,-1.325,R025,R029
011,-2.275,-1.375,-2.275,-1.325,R029,R060
011,-1.875,-1.375,-1.875,-1.325,R060,R058
011,-1.775,-1.375,-1.775,-1.325,R058,R064
011,-1.725,-1.375,-1.725,-1.325,R064,R063
011,-1.575,-1.375,-1.575,-1.325,R063,R058
011,-1.125,-1.375,-1.125,-1.325,R058,R013
011,-0.425,-1.375,-0.425,-1.325,R013,R012
011,-0.325,-1.375,-0.325,-1.325,R012,R010
011,-3.475,-1.325,-3.475,-1.275,R068,R067
011,-3.425,-1.325,-3.425,-1.275,R067,R066
011,-3.325,-1.325,-3.325,-1.275,R066,R021
011,-3.275,-1.325,-3.275,-1.275,R021,R022
011,-2.625,-1.325,-2.625,-1.275,R022,R023
011,-2.525,-1.325,-2.525,-1.275,R023,R025
011,-2.375,-1.325,-2.375,-1.275,R025,R029
011,-2.225,-1.325,-2.225,-1.275,R029,R060
011,-1.875,-1.325,-1.875,-1.275,R060,R058
011,-1.775,-1.325,-1.775,-1.275,R058,R064
011,-1.725,-1.325,-1.725,-1.275,R064,R063
011,-1.525,-1.325,-1.525,-1.275,R063,R058
011,-1.075,-1.325,-1.075,-1.275,R058,R013
011,-0.375,-1.325,-0.375,-1.275,R013,R012
011,-0.325,-1.325,-0.325,-1.275,R012,R010
011,-3.425,-1.275,-3.425,-1.225,R068,R067
011,-3.375,-1.275,-3.375,-1.225,R067,R066
011,-3.225,-1.275,-3.225,-1.225,R066,R018
011,-2.625,-1.275,-2.625,-1.225,R018,R020
011,-2.575,-1.275,-2.575,-1.225,R020,R023
011,-2.475,-1.275,-2.475,-1.225,R023,R025
011,-2.325,-1.275,-2.325,-1.225,R025,R029
011,-2.175,-1.275,-2.175,-1.225,R029,R060
011,-1.825,-1.275,-1.825,-1.225,R060,R058
011,-1.725,-1.275,-1.725,-1.225,R058,R064
011,-1.675,-1.275,-1.675,-1.225,R064,R063
011,-1.475,-1.275,-1.475,-1.225,R063,R058
011,-1.075,-1.275,-1.075,-1.225,R058,R013
011,-0.325,-1.275,-0.325,-1.225,R013,R010
011,-3.325,-1.225,-3.325,-1.175,R068,R066
011,-3.175,-1.225,-3.175,-1.175,R066,R018
011,-2.525,-1.225,-2.525,-1.175,R018,R023
011,-2.375,-1.225,-2.375,-1.175,R023,R025
011,-2.275,-1.225,-2.275,-1.175,R025,R029
011,-2.125,-1.225,-2.125,-1.175,R029,R060
011,-1.775,-1.225,-1.775,-1.175,R060,R058
011,-1.725,-1.225,-1.725,-1.175,R058,R064
011,-1.675,-1.225,-1.675,-1.175,R064,R063
011,-1.425,-1.225,-1.425,-1.175,R063,R058
011,-1.025,-1.225,-1.025,-1.175,R058,R013
011,-0.325,-1.225,-0.325,-1.175,R013,R011
011,-0.275,-1.225,-0.275,-1.175,R011,R010
011,-3.275,-1.175,-3.275,-1.125,R068,R066
011,-3.075,-1.175,-3.075,-1.125,R066,R018
011,-2.475,-1.175,-2.475,-1.125,R018,R019
011,-2.425,-1.175,-2.425,-1.125,R019,R023
011,-2.325,-1.175,-2.325,-1.125,R023,R025
011,-2.225,-1.175,-2.225,-1.125,R025,R029
011,-2.075,-1.175,-2.075,-1.125,R029,R060
011,-1.725,-1.175,-1.725,-1.125,R060,R058
011,-1.675,-1.175,-1.675,-1.125,R058,R064
011,-1.625,-1.175,-1.625,-1.125,R064,R063
011,-1.375,-1.175,-1.375,-1.125,R063,R058
011,-1.025,-1.175,-1.025,-1.125,R058,R013
011,-0.325,-1.175,-0.325,-1.125,R013,R011
011,-0.225,-1.175,-0.225,-1.125,R011,R010
011,-3.175,-1.125,-3.175,-1.075,R068,R066
011,-3.025,-1.125,-3.025,-1.075,R066,R018
011,-2.425,-1.125,-2.425,-1.075,R018,R019
011,-2.325,-1.125,-2.325,-1.075,R019,R023
011,-2.275,-1.125,-2.275,-1.075,R023,R025
011,-2.125,-1.125,-2.125,-1.075,R025,R029
011,-2.075,-1.125,-2.075,-1.075,R029,R060
011,-1.725,-1.125,-1.725,-1.075,R060,R058
011,-1.675,-1.125,-1.675,-1.075,R058,R064
011,-1.625,-1.125,-1.625,-1.075,R064,R063
011,-1.325,-1.125,-1.325,-1.075,R063,R058
011,-0.975,-1.125,-0.975,-1.075,R058,R013
011,-0.325,-1.125,-0.325,-1.075,R013,R011
011,-0.175,-1.125,-0.175,-1.075,R011,R010
011,-3.125,-1.075,-3.125,-1.025,R068,R066
011,-2.925,-1.075,-2.925,-1.025,R066,R018
011,-2.375,-1.075,-2.375,-1.025,R018,R019
011,-2.225,-1.075,-2.225,-1.025,R019,R025
011,-2.075,-1.075,-2.075,-1.025,R025,R060
011,-1.675,-1.075,-1.675,-1.025,R060,R058
011,-1.625,-1.075,-1.625,-1.025,R058,R064
011,-1.575,-1.075,-1.575,-1.025,R064,R063
011,-1.275,-1.075,-1.275,-1.025,R063,R058
011,-0.975,-1.075,-0.975,-1.025,R058,R013
011,-0.325,-1.075,-0.325,-1.025,R013,R011
011,-0.125,-1.075,-0.125,-1.025,R011,R010
011,-3.025,-1.025,-3.025,-0.975,R068,R066
011,-2.925,-1.025,-2.925,-0.975,R066,R065
011,-2.875,-1.025,-2.875,-0.975,R065,R015
011,-2.325,-1.025,-2.325,-0.975,R015,R017
011,-2.125,-1.025,-2.125,-0.975,R017,R025
011,-2.075,-1.025,-2.075,-0.975,R025,R060
011,-1.675,-1.025,-1.675,-0.975,R060,R058
011,-1.625,-1.025,-1.625,-0.975,R058,R045
011,-1.575,-1.025,-1.575,-0.975,R045,R063
011,-1.225,-1.025,-1.225,-0.975,R063,R058
011,-0.925,-1.025,-0.925,-0.975,R058,R013
011,-0.325,-1.025,-0.325,-0.975,R013,R011
011,-0.075,-1.025,-0.075,-0.975,R011,R010
011,-2.975,-0.975,-2.975,-0.925,R068,R066
011,-2.875,-0.975,-2.875,-0.925,R066,R065
011,-2.775,-0.975,-2.775,-0.925,R065,R015
011,-2.275,-0.975,-2.275,-0.925,R015,R017
011,-2.075,-0.975,-2.075,-0.925,R017,R060
011,-1.675,-0.975,-1.675,-0.925,R060,R058
011,-1.575,-0.975,-1.575,-0.925,R058,R045
011,-1.525,-0.975,-1.525,-0.925,R045,R063
011,-1.175,-0.975,-1.175,-0.925,R063,R058
011,-0.925,-0.975,-0.925,-0.925,R058,R013
011,-0.325,-0.975,-0.325,-0.925,R013,R011
011,-0.025,-0.975,-0.025,-0.925,R011,R010
011,-2.875,-0.925,-2.875,-0.875,R068,R065
011,-2.725,-0.925,-2.725,-0.875,R065,R015
011,-2.225,-0.925,-2.225,-0.875,R015,R017
011,-2.075,-0.925,-2.075,-0.875,R017,R060
011,-1.675,-0.925,-1.675,-0.875,R060,R058
011,-1.525,-0.925,-1.525,-0.875,R058,R044
011,-1.425,-0.925,-1.425,-0.875,R044,R063
011,-1.125,-0.925,-1.125,-0.875,R063,R058
011,-0.875,-0.925,-0.875,-0.875,R058,R013
011,-0.325,-0.925,-0.325,-0.875,R013,R011
011,-2.825,-0.875,-2.825,-0.825,R068,R065
011,-2.625,-0.875,-2.625,-0.825,R065,R015
011,-2.175,-0.875,-2.175,-0.825,R015,R017
011,-2.075,-0.875,-2.075,-0.825,R017,R055
011,-2.025,-0.875,-2.025,-0.825,R055,R060
011,-1.675,-0.875,-1.675,-0.825,R060,R058
011,-1.475,-0.875,-1.475,-0.825,R058,R044
011,-1.375,-0.875,-1.375,-0.825,R044,R063
011,-1.075,-0.875,-1.075,-0.825,R063,R058
011,-0.875,-0.875,-0.875,-0.825,R058,R013
011,-0.325,-0.875,-0.325,-0.825,R013,R011
011,-2.725,-0.825,-2.725,-0.775,R068,R065
011,-2.575,-0.825,-2.575,-0.775,R065,R015
011,-2.125,-0.825,-2.125,-0.775,R015,R017
011,-2.075,-0.825,-2.075,-0.775,R017,R055
011,-1.975,-0.825,-1.975,-0.775,R055,R060
011,-1.675,-0.825,-1.675,-0.775,R060,R058
011,-1.475,-0.825,-1.475,-0.775,R058,R043
011,-1.425,-0.825,-1.425,-0.775,R043,R044
011,-1.325,-0.825,-1.325,-0.775,R044,R063
011,-1.025,-0.825,-1.025,-0.775,R063,R058
011,-0.825,-0.825,-0.825,-0.775,R058,R013
011,-0.325,-0.825,-0.325,-0.775,R013,R011
011,-2.675,-0.775,-2.675,-0.725,R068,R065
011,-2.475,-0.775,-2.475,-0.725,R065,R015
011,-2.075,-0.775,-2.075,-0.725,R015,R016
011,-2.025,-0.775,-2.025,-0.725,R016,R039
011,-1.975,-0.775,-1.975,-0.725,R039,R055
011,-1.875,-0.775,-1.875,-0.725,R055,R060
011,-1.675,-0.775,-1.675,-0.725,R060,R058
011,-1.425,-0.775,-1.425,-0.725,R058,R043
011,-1.325,-0.775,-1.325,-0.725,R043,R044
011,-1.275,-0.775,-1.275,-0.725,R044,R063
011,-0.975,-0.775,-0.975,-0.725,R063,R058
011,-0.825,-0.775,-0.825,-0.725,R058,R013
011,-0.325,-0.775,-0.325,-0.725,R013,R011
011,-2.675,-0.725,-2.675,-0.675,R050,R068
011,-2.575,-0.725,-2.575,-0.675,R068,R065
011,-2.425,-0.725,-2.425,-0.675,R065,R015
011,-2.075,-0.725,-2.075,-0.675,R015,R016
011,-1.975,-0.725,-1.975,-0.675,R016,R039
011,-1.925,-0.725,-1.925,-0.675,R039,R055
011,-1.825,-0.725,-1.825,-0.675,R055,R060
011,-1.675,-0.725,-1.675,-0.675,R060,R058
011,-1.425,-0.725,-1.425,-0.675,R058,R043
011,-1.275,-0.725,-1.275,-0.675,R043,R044
011,-1.175,-0.725,-1.175,-0.675,R044,R063
011,-0.925,-0.725,-0.925,-0.675,R063,R058
011,-0.775,-0.725,-0.775,-0.675,R058,R006
011,-0.425,-0.725,-0.425,-0.675,R006,R007
011,-2.575,-0.675,-2.575,-0.625,R050,R068
011,-2.525,-0.675,-2.525,-0.625,R068,R065
011,-2.325,-0.675,-2.325,-0.625,R065,R015
011,-2.075,-0.675,-2.075,-0.625,R015,R016
011,-1.925,-0.675,-1.925,-0.625,R016,R039
011,-1.825,-0.675,-1.825,-0.625,R039,R055
011,-1.725,-0.675,-1.725,-0.625,R055,R060
